LookupSymbol,CandidateSymbol,Module,Reaction,EvidenceSource,Ensembl,Entrez,UniProt,Symbol,Role,Compartment,DirectionCaveat,InclusionReason
FBP1,FBP1,Gluconeogenic branch,Pyruvate to glucose pathway: bypass enzymes; members are not equivalent,UniProt curated function; PMID:11788376,ENSG00000165140,2203,Q2TU34,FBP1,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Gluconeogenic branch
FBP1,FBP1,Gluconeogenic branch,Pyruvate to glucose pathway: bypass enzymes; members are not equivalent,UniProt curated function; PMID:11788376,ENSG00000165140,2203,Q53F94,FBP1,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Gluconeogenic branch
FBP1,FBP1,Gluconeogenic branch,Pyruvate to glucose pathway: bypass enzymes; members are not equivalent,UniProt curated function; PMID:11788376,ENSG00000165140,2203,Q96E46,FBP1,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Gluconeogenic branch
FBP1,FBP1,Gluconeogenic branch,Pyruvate to glucose pathway: bypass enzymes; members are not equivalent,UniProt curated function; PMID:11788376,ENSG00000165140,2203,A0A3B3IUC7,FBP1,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Gluconeogenic branch
FBP2,FBP2,Gluconeogenic branch,Pyruvate to glucose pathway: bypass enzymes; members are not equivalent,UniProt curated function; PMID:11788376,ENSG00000130957,8789,O00757,FBP2,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Gluconeogenic branch
FBP2,FBP2,Gluconeogenic branch,Pyruvate to glucose pathway: bypass enzymes; members are not equivalent,UniProt curated function; PMID:11788376,ENSG00000130957,8789,Q17R39,FBP2,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Gluconeogenic branch
FBP2,FBP2,Gluconeogenic branch,Pyruvate to glucose pathway: bypass enzymes; members are not equivalent,UniProt curated function; PMID:11788376,ENSG00000130957,8789,Q6FI53,FBP2,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Gluconeogenic branch
G6PC1,G6PC1,Gluconeogenic branch,Pyruvate to glucose pathway: bypass enzymes; members are not equivalent,UniProt curated function; PMID:11788376,ENSG00000131482,2538,A1L4C0,G6PC1,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Gluconeogenic branch
G6PC1,G6PC1,Gluconeogenic branch,Pyruvate to glucose pathway: bypass enzymes; members are not equivalent,UniProt curated function; PMID:11788376,ENSG00000131482,2538,B4E1C3,G6PC1,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Gluconeogenic branch
G6PC1,G6PC1,Gluconeogenic branch,Pyruvate to glucose pathway: bypass enzymes; members are not equivalent,UniProt curated function; PMID:11788376,ENSG00000131482,2538,K7EL82,G6PC1,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Gluconeogenic branch
G6PC1,G6PC1,Gluconeogenic branch,Pyruvate to glucose pathway: bypass enzymes; members are not equivalent,UniProt curated function; PMID:11788376,ENSG00000131482,2538,P35575,G6PC1,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Gluconeogenic branch
G6PC3,G6PC3,Gluconeogenic branch,Pyruvate to glucose pathway: bypass enzymes; members are not equivalent,UniProt curated function; PMID:11788376,ENSG00000141349,92579,K7EJC5,G6PC3,enzyme,see frozen UniProt entry; localization not measured by RNA,Ubiquitous glucose-6-phosphatase-related enzyme; not evidence of systemic glucose export,Mechanistic candidate: Gluconeogenic branch
G6PC3,G6PC3,Gluconeogenic branch,Pyruvate to glucose pathway: bypass enzymes; members are not equivalent,UniProt curated function; PMID:11788376,ENSG00000141349,92579,A0A8Q3SIG5,G6PC3,enzyme,see frozen UniProt entry; localization not measured by RNA,Ubiquitous glucose-6-phosphatase-related enzyme; not evidence of systemic glucose export,Mechanistic candidate: Gluconeogenic branch
G6PC3,G6PC3,Gluconeogenic branch,Pyruvate to glucose pathway: bypass enzymes; members are not equivalent,UniProt curated function; PMID:11788376,ENSG00000141349,92579,Q8WU15,G6PC3,enzyme,see frozen UniProt entry; localization not measured by RNA,Ubiquitous glucose-6-phosphatase-related enzyme; not evidence of systemic glucose export,Mechanistic candidate: Gluconeogenic branch
G6PC3,G6PC3,Gluconeogenic branch,Pyruvate to glucose pathway: bypass enzymes; members are not equivalent,UniProt curated function; PMID:11788376,ENSG00000141349,92579,Q9BUM1,G6PC3,enzyme,see frozen UniProt entry; localization not measured by RNA,Ubiquitous glucose-6-phosphatase-related enzyme; not evidence of systemic glucose export,Mechanistic candidate: Gluconeogenic branch
GK,GK,Glycerol upstream,Glycerol -> glycerol-3-P <-> DHAP,PMID:35562085; UniProt curated function,ENSG00000198814,2710,A8K8B7,GK,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Glycerol upstream
GK,GK,Glycerol upstream,Glycerol -> glycerol-3-P <-> DHAP,PMID:35562085; UniProt curated function,ENSG00000198814,2710,A6NJP5,GK,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Glycerol upstream
GK,GK,Glycerol upstream,Glycerol -> glycerol-3-P <-> DHAP,PMID:35562085; UniProt curated function,ENSG00000198814,2710,B2R833,GK,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Glycerol upstream
GK,GK,Glycerol upstream,Glycerol -> glycerol-3-P <-> DHAP,PMID:35562085; UniProt curated function,ENSG00000198814,2710,P32189,GK,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Glycerol upstream
GK,GK,Glycerol upstream,Glycerol -> glycerol-3-P <-> DHAP,PMID:35562085; UniProt curated function,ENSG00000198814,2710,Q6IQ27,GK,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Glycerol upstream
GK,GK,Glycerol upstream,Glycerol -> glycerol-3-P <-> DHAP,PMID:35562085; UniProt curated function,ENSG00000198814,2710,Q8IVR5,GK,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Glycerol upstream
GK,GK,Glycerol upstream,Glycerol -> glycerol-3-P <-> DHAP,PMID:35562085; UniProt curated function,ENSG00000198814,2710,Q9UMP0,GK,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Glycerol upstream
GK,GK,Glycerol upstream,Glycerol -> glycerol-3-P <-> DHAP,PMID:35562085; UniProt curated function,ENSG00000198814,2710,Q9UMP1,GK,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Glycerol upstream
GK,GK,Glycerol upstream,Glycerol -> glycerol-3-P <-> DHAP,PMID:35562085; UniProt curated function,ENSG00000198814,2710,A0A8I5KXY7,GK,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Glycerol upstream
GLO1,GLO1,D-lactate and glyoxalase,Methylglyoxal detoxification; D-lactate generation or oxidation,PMID:31767537; PMID:30931947,ENSG00000124767,2739,B2R6P7,GLO1,enzyme,see frozen UniProt entry; localization not measured by RNA,D-lactate branch; do not combine with L-lactate or presume MS isomer resolution,Mechanistic candidate: D-lactate and glyoxalase
GLO1,GLO1,D-lactate and glyoxalase,Methylglyoxal detoxification; D-lactate generation or oxidation,PMID:31767537; PMID:30931947,ENSG00000124767,2739,B4DDV0,GLO1,enzyme,see frozen UniProt entry; localization not measured by RNA,D-lactate branch; do not combine with L-lactate or presume MS isomer resolution,Mechanistic candidate: D-lactate and glyoxalase
GLO1,GLO1,D-lactate and glyoxalase,Methylglyoxal detoxification; D-lactate generation or oxidation,PMID:31767537; PMID:30931947,ENSG00000124767,2739,P78375,GLO1,enzyme,see frozen UniProt entry; localization not measured by RNA,D-lactate branch; do not combine with L-lactate or presume MS isomer resolution,Mechanistic candidate: D-lactate and glyoxalase
GLO1,GLO1,D-lactate and glyoxalase,Methylglyoxal detoxification; D-lactate generation or oxidation,PMID:31767537; PMID:30931947,ENSG00000124767,2739,Q04760,GLO1,enzyme,see frozen UniProt entry; localization not measured by RNA,D-lactate branch; do not combine with L-lactate or presume MS isomer resolution,Mechanistic candidate: D-lactate and glyoxalase
GLO1,GLO1,D-lactate and glyoxalase,Methylglyoxal detoxification; D-lactate generation or oxidation,PMID:31767537; PMID:30931947,ENSG00000124767,2739,Q59EL0,GLO1,enzyme,see frozen UniProt entry; localization not measured by RNA,D-lactate branch; do not combine with L-lactate or presume MS isomer resolution,Mechanistic candidate: D-lactate and glyoxalase
GLO1,GLO1,D-lactate and glyoxalase,Methylglyoxal detoxification; D-lactate generation or oxidation,PMID:31767537; PMID:30931947,ENSG00000124767,2739,Q5TZW3,GLO1,enzyme,see frozen UniProt entry; localization not measured by RNA,D-lactate branch; do not combine with L-lactate or presume MS isomer resolution,Mechanistic candidate: D-lactate and glyoxalase
GLO1,GLO1,D-lactate and glyoxalase,Methylglyoxal detoxification; D-lactate generation or oxidation,PMID:31767537; PMID:30931947,ENSG00000124767,2739,Q96FC0,GLO1,enzyme,see frozen UniProt entry; localization not measured by RNA,D-lactate branch; do not combine with L-lactate or presume MS isomer resolution,Mechanistic candidate: D-lactate and glyoxalase
GLO1,GLO1,D-lactate and glyoxalase,Methylglyoxal detoxification; D-lactate generation or oxidation,PMID:31767537; PMID:30931947,ENSG00000124767,2739,Q96J41,GLO1,enzyme,see frozen UniProt entry; localization not measured by RNA,D-lactate branch; do not combine with L-lactate or presume MS isomer resolution,Mechanistic candidate: D-lactate and glyoxalase
GLO1,GLO1,D-lactate and glyoxalase,Methylglyoxal detoxification; D-lactate generation or oxidation,PMID:31767537; PMID:30931947,ENSG00000124767,2739,V9HW62,GLO1,enzyme,see frozen UniProt entry; localization not measured by RNA,D-lactate branch; do not combine with L-lactate or presume MS isomer resolution,Mechanistic candidate: D-lactate and glyoxalase
GLO1,GLO1,D-lactate and glyoxalase,Methylglyoxal detoxification; D-lactate generation or oxidation,PMID:31767537; PMID:30931947,ENSG00000124767,2739,X5DNM4,GLO1,enzyme,see frozen UniProt entry; localization not measured by RNA,D-lactate branch; do not combine with L-lactate or presume MS isomer resolution,Mechanistic candidate: D-lactate and glyoxalase
GPD1,GPD1,Glycerol upstream,Glycerol -> glycerol-3-P <-> DHAP,PMID:35562085; UniProt curated function,ENSG00000167588,2819,B2R6C0,GPD1,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Glycerol upstream
GPD1,GPD1,Glycerol upstream,Glycerol -> glycerol-3-P <-> DHAP,PMID:35562085; UniProt curated function,ENSG00000167588,2819,A0A024R138,GPD1,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Glycerol upstream
GPD1,GPD1,Glycerol upstream,Glycerol -> glycerol-3-P <-> DHAP,PMID:35562085; UniProt curated function,ENSG00000167588,2819,F8W1L5,GPD1,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Glycerol upstream
GPD1,GPD1,Glycerol upstream,Glycerol -> glycerol-3-P <-> DHAP,PMID:35562085; UniProt curated function,ENSG00000167588,2819,P21695,GPD1,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Glycerol upstream
GPD1,GPD1,Glycerol upstream,Glycerol -> glycerol-3-P <-> DHAP,PMID:35562085; UniProt curated function,ENSG00000167588,2819,Q8N1B0,GPD1,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Glycerol upstream
GPD2,GPD2,Glycerol upstream,Glycerol -> glycerol-3-P <-> DHAP,PMID:35562085; UniProt curated function,ENSG00000115159,2820,A0A140VJK2,GPD2,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Glycerol upstream
GPD2,GPD2,Glycerol upstream,Glycerol -> glycerol-3-P <-> DHAP,PMID:35562085; UniProt curated function,ENSG00000115159,2820,A8K4V0,GPD2,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Glycerol upstream
GPD2,GPD2,Glycerol upstream,Glycerol -> glycerol-3-P <-> DHAP,PMID:35562085; UniProt curated function,ENSG00000115159,2820,B3KSA9,GPD2,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Glycerol upstream
GPD2,GPD2,Glycerol upstream,Glycerol -> glycerol-3-P <-> DHAP,PMID:35562085; UniProt curated function,ENSG00000115159,2820,P43304,GPD2,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Glycerol upstream
GPD2,GPD2,Glycerol upstream,Glycerol -> glycerol-3-P <-> DHAP,PMID:35562085; UniProt curated function,ENSG00000115159,2820,Q59FR1,GPD2,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Glycerol upstream
GPD2,GPD2,Glycerol upstream,Glycerol -> glycerol-3-P <-> DHAP,PMID:35562085; UniProt curated function,ENSG00000115159,2820,Q9HAP9,GPD2,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Glycerol upstream
GPD2,GPD2,Glycerol upstream,Glycerol -> glycerol-3-P <-> DHAP,PMID:35562085; UniProt curated function,ENSG00000115159,2820,Q53T76,GPD2,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Glycerol upstream
GPD2,GPD2,Glycerol upstream,Glycerol -> glycerol-3-P <-> DHAP,PMID:35562085; UniProt curated function,ENSG00000115159,2820,B7Z601,GPD2,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Glycerol upstream
GPT,GPT,Alanine pyruvate link,Alanine <-> pyruvate,UniProt curated function,ENSG00000167701,2875,B0YJ18,GPT,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Alanine pyruvate link
GPT,GPT,Alanine pyruvate link,Alanine <-> pyruvate,UniProt curated function,ENSG00000167701,2875,D3DWM7,GPT,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Alanine pyruvate link
GPT,GPT,Alanine pyruvate link,Alanine <-> pyruvate,UniProt curated function,ENSG00000167701,2875,P24298,GPT,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Alanine pyruvate link
GPT,GPT,Alanine pyruvate link,Alanine <-> pyruvate,UniProt curated function,ENSG00000167701,2875,P78398,GPT,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Alanine pyruvate link
GPT,GPT,Alanine pyruvate link,Alanine <-> pyruvate,UniProt curated function,ENSG00000167701,2875,Q93076,GPT,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Alanine pyruvate link
GPT2,GPT2,Alanine pyruvate link,Alanine <-> pyruvate,UniProt curated function,ENSG00000166123,84706,Q8TD30,GPT2,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Alanine pyruvate link
GPT2,GPT2,Alanine pyruvate link,Alanine <-> pyruvate,UniProt curated function,ENSG00000166123,84706,Q8N9E2,GPT2,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Alanine pyruvate link
HAGH,HAGH,D-lactate and glyoxalase,Methylglyoxal detoxification; D-lactate generation or oxidation,PMID:31767537; PMID:30931947,ENSG00000063854,3029,H3BPK3,HAGH,enzyme,see frozen UniProt entry; localization not measured by RNA,D-lactate branch; do not combine with L-lactate or presume MS isomer resolution,Mechanistic candidate: D-lactate and glyoxalase
HAGH,HAGH,D-lactate and glyoxalase,Methylglyoxal detoxification; D-lactate generation or oxidation,PMID:31767537; PMID:30931947,ENSG00000063854,3029,Q16775,HAGH,enzyme,see frozen UniProt entry; localization not measured by RNA,D-lactate branch; do not combine with L-lactate or presume MS isomer resolution,Mechanistic candidate: D-lactate and glyoxalase
HAGH,HAGH,D-lactate and glyoxalase,Methylglyoxal detoxification; D-lactate generation or oxidation,PMID:31767537; PMID:30931947,ENSG00000063854,3029,B4DT01,HAGH,enzyme,see frozen UniProt entry; localization not measured by RNA,D-lactate branch; do not combine with L-lactate or presume MS isomer resolution,Mechanistic candidate: D-lactate and glyoxalase
HAGH,HAGH,D-lactate and glyoxalase,Methylglyoxal detoxification; D-lactate generation or oxidation,PMID:31767537; PMID:30931947,ENSG00000063854,3029,H3BPQ4,HAGH,enzyme,see frozen UniProt entry; localization not measured by RNA,D-lactate branch; do not combine with L-lactate or presume MS isomer resolution,Mechanistic candidate: D-lactate and glyoxalase
HAGH,HAGH,D-lactate and glyoxalase,Methylglyoxal detoxification; D-lactate generation or oxidation,PMID:31767537; PMID:30931947,ENSG00000063854,3029,A8K290,HAGH,enzyme,see frozen UniProt entry; localization not measured by RNA,D-lactate branch; do not combine with L-lactate or presume MS isomer resolution,Mechanistic candidate: D-lactate and glyoxalase
HAGH,HAGH,D-lactate and glyoxalase,Methylglyoxal detoxification; D-lactate generation or oxidation,PMID:31767537; PMID:30931947,ENSG00000063854,3029,B4DP33,HAGH,enzyme,see frozen UniProt entry; localization not measured by RNA,D-lactate branch; do not combine with L-lactate or presume MS isomer resolution,Mechanistic candidate: D-lactate and glyoxalase
HAGH,HAGH,D-lactate and glyoxalase,Methylglyoxal detoxification; D-lactate generation or oxidation,PMID:31767537; PMID:30931947,ENSG00000063854,3029,B4DRA7,HAGH,enzyme,see frozen UniProt entry; localization not measured by RNA,D-lactate branch; do not combine with L-lactate or presume MS isomer resolution,Mechanistic candidate: D-lactate and glyoxalase
HAGH,HAGH,D-lactate and glyoxalase,Methylglyoxal detoxification; D-lactate generation or oxidation,PMID:31767537; PMID:30931947,ENSG00000063854,3029,E7EN93,HAGH,enzyme,see frozen UniProt entry; localization not measured by RNA,D-lactate branch; do not combine with L-lactate or presume MS isomer resolution,Mechanistic candidate: D-lactate and glyoxalase
KHK,KHK,Fructose upstream,Fructose -> triose intermediates,Reactome:R-HSA-70350; PMID:28425966,ENSG00000138030,3795,A0A140VJM6,KHK,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Fructose upstream
KHK,KHK,Fructose upstream,Fructose -> triose intermediates,Reactome:R-HSA-70350; PMID:28425966,ENSG00000138030,3795,Q53G56,KHK,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Fructose upstream
KHK,KHK,Fructose upstream,Fructose -> triose intermediates,Reactome:R-HSA-70350; PMID:28425966,ENSG00000138030,3795,P50053,KHK,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Fructose upstream
KHK,KHK,Fructose upstream,Fructose -> triose intermediates,Reactome:R-HSA-70350; PMID:28425966,ENSG00000138030,3795,Q6IBK2,KHK,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Fructose upstream
KHK,KHK,Fructose upstream,Fructose -> triose intermediates,Reactome:R-HSA-70350; PMID:28425966,ENSG00000138030,3795,Q99532,KHK,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Fructose upstream
KHK,KHK,Fructose upstream,Fructose -> triose intermediates,Reactome:R-HSA-70350; PMID:28425966,ENSG00000138030,3795,Q9BRJ3,KHK,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Fructose upstream
KHK,KHK,Fructose upstream,Fructose -> triose intermediates,Reactome:R-HSA-70350; PMID:28425966,ENSG00000138030,3795,Q9UMN1,KHK,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Fructose upstream
KHK,KHK,Fructose upstream,Fructose -> triose intermediates,Reactome:R-HSA-70350; PMID:28425966,ENSG00000138030,3795,C9JDL1,KHK,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Fructose upstream
LDHA,LDHA,L-lactate conversion,Pyruvate + NADH <-> L-lactate + NAD+,UniProt curated function,ENSG00000134333,3939,B4DJI1,LDHA,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: L-lactate conversion
LDHA,LDHA,L-lactate conversion,Pyruvate + NADH <-> L-lactate + NAD+,UniProt curated function,ENSG00000134333,3939,P00338,LDHA,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: L-lactate conversion
LDHA,LDHA,L-lactate conversion,Pyruvate + NADH <-> L-lactate + NAD+,UniProt curated function,ENSG00000134333,3939,B4DKQ2,LDHA,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: L-lactate conversion
LDHA,LDHA,L-lactate conversion,Pyruvate + NADH <-> L-lactate + NAD+,UniProt curated function,ENSG00000134333,3939,B7Z5E3,LDHA,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: L-lactate conversion
LDHA,LDHA,L-lactate conversion,Pyruvate + NADH <-> L-lactate + NAD+,UniProt curated function,ENSG00000134333,3939,D3DQY3,LDHA,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: L-lactate conversion
LDHA,LDHA,L-lactate conversion,Pyruvate + NADH <-> L-lactate + NAD+,UniProt curated function,ENSG00000134333,3939,F8W819,LDHA,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: L-lactate conversion
LDHA,LDHA,L-lactate conversion,Pyruvate + NADH <-> L-lactate + NAD+,UniProt curated function,ENSG00000134333,3939,Q53G53,LDHA,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: L-lactate conversion
LDHA,LDHA,L-lactate conversion,Pyruvate + NADH <-> L-lactate + NAD+,UniProt curated function,ENSG00000134333,3939,Q6IBM7,LDHA,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: L-lactate conversion
LDHA,LDHA,L-lactate conversion,Pyruvate + NADH <-> L-lactate + NAD+,UniProt curated function,ENSG00000134333,3939,Q6ZNV1,LDHA,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: L-lactate conversion
LDHA,LDHA,L-lactate conversion,Pyruvate + NADH <-> L-lactate + NAD+,UniProt curated function,ENSG00000134333,3939,Q9UDE8,LDHA,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: L-lactate conversion
LDHA,LDHA,L-lactate conversion,Pyruvate + NADH <-> L-lactate + NAD+,UniProt curated function,ENSG00000134333,3939,Q9UDE9,LDHA,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: L-lactate conversion
LDHA,LDHA,L-lactate conversion,Pyruvate + NADH <-> L-lactate + NAD+,UniProt curated function,ENSG00000134333,3939,V9HWB9,LDHA,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: L-lactate conversion
LDHA,LDHA,L-lactate conversion,Pyruvate + NADH <-> L-lactate + NAD+,UniProt curated function,ENSG00000288299,3939,B4DJI1,LDHA,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: L-lactate conversion
LDHA,LDHA,L-lactate conversion,Pyruvate + NADH <-> L-lactate + NAD+,UniProt curated function,ENSG00000288299,3939,P00338,LDHA,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: L-lactate conversion
LDHA,LDHA,L-lactate conversion,Pyruvate + NADH <-> L-lactate + NAD+,UniProt curated function,ENSG00000288299,3939,B4DKQ2,LDHA,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: L-lactate conversion
LDHA,LDHA,L-lactate conversion,Pyruvate + NADH <-> L-lactate + NAD+,UniProt curated function,ENSG00000288299,3939,B7Z5E3,LDHA,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: L-lactate conversion
LDHA,LDHA,L-lactate conversion,Pyruvate + NADH <-> L-lactate + NAD+,UniProt curated function,ENSG00000288299,3939,D3DQY3,LDHA,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: L-lactate conversion
LDHA,LDHA,L-lactate conversion,Pyruvate + NADH <-> L-lactate + NAD+,UniProt curated function,ENSG00000288299,3939,F8W819,LDHA,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: L-lactate conversion
LDHA,LDHA,L-lactate conversion,Pyruvate + NADH <-> L-lactate + NAD+,UniProt curated function,ENSG00000288299,3939,Q53G53,LDHA,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: L-lactate conversion
LDHA,LDHA,L-lactate conversion,Pyruvate + NADH <-> L-lactate + NAD+,UniProt curated function,ENSG00000288299,3939,Q6IBM7,LDHA,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: L-lactate conversion
